,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,铁（Hg2599）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）
110,111,6,W1-4,st6-111,-0.198,-0.0047,0.0072,0.0089,-0.0007,0.0056,0.0002,0.5478,-0.0001,0.0008,0.0021,0.5387175000000001,0.6391,-0.4618,-0.4538,-0.4493,-0.0051,-0.011,1.339,1.727,4.314,4.37,3.315,0.0002,0.0076,0.2112,-0.0054,0.0162,0.0512,-0.0274,-0.0019,0.0511,0.0922,0.0889,-0.0057,-0.0172,0.0033,0.0075,0.0099,-0.0028,0.0006,0.0007,0.0094
111,112,6,W14-1,st6-112,-0.2193,-0.0034,0.0054,0.0068,-0.0138,0.0227,0.0004,15.08,-0.0002,0.0,0.0017,0.7154793,0.98035,-0.4793,-0.4736,-0.4768,-0.0054,-0.0126,2.654,2.342,1.635,2.06,2.631,-0.0004,0.0056,0.2218,0.0119,0.0229,0.0797,-0.0284,-0.0034,0.8126,0.831,1.177,-0.0018,-0.017,0.1072,0.1895,0.2145,-0.0005,-0.0009,-0.0012,0.0077
112,113,6,W14-2,st6-113,-0.2194,-0.0031,0.0052,0.0063,-0.0136,0.0206,0.0005,14.96,-0.0002,0.0,0.0016,0.44034299999999993,0.51415,-0.4527,-0.4417,-0.462,-0.0051,-0.0118,2.458,2.204,1.67,2.118,2.722,0.0003,0.0056,0.2069,0.0079,0.0199,0.0826,-0.0238,-0.0047,1.393,1.439,2.012,-0.0037,-0.0164,0.1082,0.1919,0.2164,-0.0008,-0.0009,-0.001,0.0048
113,114,6,W14-3,st6-114,-0.219,-0.0038,0.008,0.0088,-0.0136,0.0174,0.0005,15.15,-0.0002,0.0,0.0022,0.4881249,0.5348,-0.4777,-0.4718,-0.4758,-0.0051,-0.0102,3.153,2.813,1.543,1.966,2.539,-0.0005,0.005,0.2066,0.0076,0.0186,0.0641,-0.0238,-0.0045,0.2087,0.2098,0.308,-0.0014,-0.0165,0.1012,0.1795,0.2023,-0.0008,-0.0009,-0.0013,0.0014
114,115,6,W14-4,st6-115,-0.2193,-0.0035,0.0034,0.0042,-0.0139,0.0172,0.0005,7.41,-0.0003,-0.0001,0.0017,0.4690746,0.47914999999999996,-0.4772,-0.4712,-0.4758,-0.0054,-0.0089,0.8398,0.7466,0.714,0.9043,1.18,-0.0007,0.0057,0.1262,-0.002,0.0175,0.0321,-0.0268,-0.0048,1.006,1.011,1.437,-0.0011,-0.0167,0.0601,0.1074,0.1206,-0.0008,-0.001,-0.0012,0.0066
115,116,6,W14-5,st6-116,-0.2197,-0.0041,0.0042,0.0048,-0.0139,0.0164,0.0005,6.536,-0.0002,-0.0001,0.0012,0.2688903,0.36784999999999995,-0.4785,-0.4724,-0.4762,-0.0053,-0.0079,0.7367,0.6548,0.6711,0.8506,1.103,-0.0008,0.0056,0.1236,-0.0042,0.0147,0.0383,-0.0281,-0.0046,0.8884,0.9079,1.289,-0.0073,-0.0144,0.0521,0.0929,0.106,-0.0008,-0.0011,-0.0013,0.0033
116,117,6,W14-6,st6-117,-0.219,-0.0037,0.0032,0.0042,-0.0139,0.0168,0.0005,7.032,-0.0002,-0.0001,0.0018,0.6670728,0.6909000000000001,-0.4767,-0.4705,-0.4755,-0.0053,-0.0076,0.7704,0.6855,0.7073,0.8974,1.166,-0.0013,0.0059,0.1195,-0.0037,0.0145,0.0435,-0.0251,-0.0055,0.8689,0.8782,1.254,-0.0074,-0.0156,0.0561,0.0999,0.1132,-0.001,-0.0011,-0.0013,0.0013
117,118,6,W14-7,st6-118,-0.2189,-0.004,0.0021,0.003,-0.0139,0.012,0.0004,4.417,-0.0003,-0.0001,0.0014,0.5405913,0.56,-0.4812,-0.4759,-0.478,-0.0052,-0.0075,0.2655,0.2372,0.3638,0.4644,0.6185,-0.001,0.0058,0.1071,-0.0015,0.0126,0.0102,-0.0271,-0.0052,1.324,1.364,1.919,-0.0001,-0.0156,0.0471,0.0845,0.0964,-0.0009,-0.0012,-0.0012,0.0067
118,119,6,W14-8,st6-119,-0.2197,-0.0045,0.0024,0.0029,-0.014,0.0119,0.0005,4.393,-0.0002,-0.0001,0.0025,0.3285396,0.35489999999999994,-0.4833,-0.4782,-0.4788,-0.0052,-0.007,0.2567,0.2295,0.3615,0.4624,0.6152,-0.0009,0.0053,0.1057,-0.0031,0.0179,0.0083,-0.0255,-0.0041,1.331,1.352,1.903,-0.0023,-0.0163,0.0484,0.0862,0.0972,-0.0008,-0.0012,-0.0012,0.0036
119,120,6,W14-9,st6-120,-0.2199,-0.0044,0.0036,0.0041,-0.0141,0.0116,0.0005,4.38,-0.0002,-0.0002,0.0017,0.7098579,0.7182000000000001,-0.4842,-0.4795,-0.4795,-0.0054,-0.0069,0.3034,0.2711,0.3638,0.4633,0.6102,-0.0011,0.0052,0.1107,-0.0025,0.0123,0.0211,-0.026,-0.0053,1.342,1.375,1.931,-0.0035,-0.0156,0.047,0.0844,0.0956,-0.0008,-0.0012,-0.0012,0.0087
120,121,6,W15-1,st6-121,-0.215,-0.0053,-0.0033,-0.0023,-0.0143,0.0251,0.0005,4.237,-0.0002,-0.0001,0.0022,0.6886215000000001,0.6877500000000001,-0.4582,-0.4486,-0.4653,-0.0054,-0.0073,0.2527,0.226,0.3804,0.4855,0.6428,-0.0007,0.006,0.0961,-0.0052,0.019,0.0234,-0.0264,-0.005,1.157,1.176,1.662,-0.0002,-0.0186,0.0485,0.0867,0.0986,-0.0007,-0.0011,-0.001,0.0016
121,122,6,W15-2,st6-122,-0.2151,-0.0044,-0.0038,-0.003,-0.0142,0.0257,0.0005,4.327,-0.0002,-0.0001,0.0013,0.2913759,0.24850000000000003,-0.4652,-0.4569,-0.4686,-0.0053,-0.007,0.2448,0.2183,0.3889,0.4956,0.6534,-0.0001,0.0061,0.097,-0.0055,0.018,0.0214,-0.0252,-0.004,1.155,1.193,1.682,-0.0041,-0.0171,0.049,0.0879,0.1005,-0.0008,-0.0011,-0.0013,0.0001
122,123,6,W15-3,st6-123,-0.2171,-0.0041,-0.004,-0.003,-0.0144,0.0262,0.0004,4.356,-0.0003,-0.0001,0.0018,0.4928094,0.44659999999999994,-0.478,-0.4722,-0.476,-0.0053,-0.0067,0.2496,0.2239,0.39,0.4959,0.6528,-0.0003,0.0054,0.097,-0.005,0.0172,0.0134,-0.0271,-0.005,1.15,1.181,1.666,-0.0057,-0.0181,0.0487,0.0879,0.1002,-0.0007,-0.0012,-0.0013,0.0042
123,124,6,W15-4,st6-124,-0.2137,-0.0037,-0.0016,-0.001,-0.0142,0.0095,0.0005,2.897,-0.0002,0.0,0.0016,0.23141430000000004,0.26844999999999997,-0.4806,-0.4757,-0.4776,-0.0052,-0.0074,0.321,0.2874,0.2775,0.3555,0.4712,-0.0004,0.0057,0.1138,-0.0055,0.0143,0.0391,-0.0267,-0.0048,1.69,1.746,2.439,-0.0088,-0.0179,0.0235,0.043,0.0501,-0.0008,-0.0011,-0.0012,0.0054
124,125,6,W15-5,st6-125,-0.2024,-0.0047,-0.0016,-0.0014,-0.0141,0.0086,0.0005,2.893,-0.0002,-0.0001,0.0021,0.23859719999999998,0.1414,-0.4586,-0.4494,-0.4654,-0.0052,-0.0068,0.2194,0.1969,0.2832,0.3667,0.4914,-0.0007,0.0056,0.1137,-0.0059,0.0127,0.0165,-0.0276,-0.0051,1.724,1.749,2.452,-0.0025,-0.0153,0.0244,0.0445,0.0511,-0.0001,-0.0007,-0.0012,0.0025
125,126,6,W15-6,st6-126,-0.071,-0.0044,-0.0019,-0.0016,-0.0138,0.0093,0.0005,2.635,-0.0002,0.0,0.0018,0.3129246,0.6874000000000001,-0.3453,-0.3165,-0.4025,-0.0053,-0.0067,0.2497,0.2255,0.2669,0.3461,0.4657,0.001,0.0061,0.1097,-0.0026,0.0116,0.0333,-0.0239,-0.0048,1.846,1.866,2.615,0.0034,-0.0176,0.0229,0.0419,0.0478,0.0039,0.001,-0.0011,0.0025
126,127,6,W15-7,st6-127,-0.2093,-0.0045,-0.0019,-0.0014,-0.0144,0.0083,0.0004,3.081,-0.0002,-0.0002,0.0018,0.396621,0.81935,-0.4705,-0.4633,-0.4721,-0.0053,-0.0064,0.201,0.1808,0.3075,0.3974,0.5346,-0.0009,0.0058,0.1146,-0.001,0.0118,0.02,-0.0248,-0.0046,1.716,1.747,2.448,-0.0077,-0.0162,0.0274,0.0497,0.0562,-0.0005,-0.0009,-0.0014,0.0008
127,128,6,W15-9,st6-128,-0.2165,-0.0046,-0.0011,-0.0006,-0.0144,0.0087,0.0005,3.364,-0.0002,-0.0001,0.0019,0.271701,0.35629999999999995,-0.48,-0.4746,-0.4773,-0.0053,-0.0074,0.2176,0.1955,0.3231,0.4168,0.5605,-0.001,0.0057,0.1188,0.0097,0.0193,0.0194,-0.0267,-0.0047,1.645,1.678,2.352,-0.0091,-0.016,0.0293,0.0529,0.0602,-0.0008,-0.0011,-0.0013,0.0075
128,129,6,W16-7,st6-129,-0.1629,0.016,0.0054,0.0006,-0.0134,0.0201,0.0004,4.417,-0.0006,-0.0022,0.0039,0.5699475,0.5201,-0.3769,-0.3552,-0.4215,-0.0008,-0.0026,0.4988,0.4453,0.3511,0.4514,0.5998,-0.0002,0.011,0.1011,-0.0054,0.2271,1.793,0.1339,0.0059,1.067,1.103,1.555,0.0035,-0.013,0.0446,0.0808,0.0936,0.0007,-0.0004,-0.0016,0.0029
129,130,6,W16-8,st6-130,-0.1442,-0.0045,0.0011,0.0013,-0.0136,0.0222,0.0005,5.024,-0.0002,0.0,0.0016,1.2192192,0.6384000000000001,-0.3401,-0.3084,-0.3988,-0.0053,-0.008,0.4042,0.3608,0.4438,0.5641,0.7465,0.0001,0.0055,0.0988,-0.0031,0.0194,0.0398,-0.0259,-0.0049,1.202,1.23,1.728,0.0006,-0.0177,0.0547,0.0969,0.1094,0.0015,-0.0002,-0.001,0.0018
130,131,6,W16-9,st6-131,-0.153,-0.0046,0.0005,0.0017,-0.0136,0.0254,0.0005,5.626,-0.0002,0.0,0.001,0.2473416,0.5313,-0.3525,-0.3235,-0.4072,-0.0055,-0.0078,0.4027,0.3575,0.5153,0.6537,0.8595,0.0002,0.0059,0.1012,-0.0037,0.0153,0.0293,-0.0252,-0.0049,1.224,1.256,1.765,-0.0001,-0.0157,0.0607,0.1085,0.1228,0.0011,-0.0001,-0.0008,0.0018
131,132,6,W17-1,st6-132,-0.2149,-0.0041,-0.0023,-0.0011,-0.0142,0.0103,0.0005,2.934,-0.0002,-0.0001,0.0017,0.1833201,0.4077499999999999,-0.4693,-0.462,-0.4712,-0.0052,-0.007,0.2541,0.2268,0.2572,0.3314,0.4441,-0.0003,0.0051,0.1046,-0.0032,0.0136,0.025,-0.0277,-0.0039,1.407,1.447,2.032,-0.0037,-0.0159,0.0247,0.0446,0.0528,-0.0006,-0.001,-0.0016,0.0044
132,133,6,W17-2,st6-133,-0.171,-0.0042,-0.004,-0.0036,-0.0139,0.0101,0.0005,2.693,-0.0002,-0.0001,0.0018,0.22110840000000004,0.3878000000000001,-0.343,-0.3128,-0.4023,-0.0055,-0.0073,0.1888,0.1683,0.2429,0.3143,0.4259,-0.0005,0.0056,0.0962,-0.0026,0.0192,0.0276,-0.0271,-0.0045,1.439,1.482,2.081,-0.0052,-0.0169,0.023,0.0416,0.0478,0.0006,-0.0005,-0.0011,0.0019
133,134,6,W17-3,st6-134,-0.2142,-0.0039,-0.0038,-0.0033,-0.0143,0.0104,0.0004,2.895,-0.0003,-0.0001,0.0021,0.271701,0.30449999999999994,-0.4658,-0.4578,-0.4696,-0.0055,-0.0069,0.1524,0.1356,0.2593,0.3351,0.4533,-0.0011,0.0053,0.097,-0.0033,0.0157,0.0103,-0.0282,-0.0046,1.385,1.423,1.999,-0.0043,-0.0164,0.0248,0.0452,0.0526,-0.0005,-0.001,-0.0009,0.0
134,135,6,W17-4,st6-135,-0.2188,-0.004,-0.0023,-0.0012,-0.0142,0.0152,0.0004,6.749,-0.0002,0.0001,0.0019,0.20705490000000001,0.27019999999999994,-0.4832,-0.4779,-0.4789,-0.0054,-0.0078,0.4863,0.4322,0.5335,0.6792,0.8937,-0.0009,0.0055,0.1212,-0.0051,0.0396,0.1671,-0.0253,-0.0049,1.028,1.044,1.479,-0.0017,-0.0164,0.0424,0.0766,0.0872,-0.0009,-0.0012,-0.0012,0.0001
135,136,6,W17-5,st6-136,-0.214,-0.0039,0.0025,0.0031,-0.014,0.0194,0.0005,7.571,-0.0002,0.0002,0.0017,0.29324970000000006,0.45675000000000004,-0.4806,-0.4751,-0.4775,-0.0053,-0.0097,0.3301,0.2927,0.5366,0.683,0.8959,-0.0005,0.0052,0.1657,0.1015,0.0677,0.2942,-0.0269,-0.004,1.525,1.565,2.189,0.0011,-0.0169,0.0513,0.0912,0.1034,-0.0003,-0.0008,-0.0009,0.0063
136,137,6,W17-6,st6-137,-0.2055,-0.004,0.002,0.0024,-0.0139,0.0155,0.0005,6.136,-0.0002,-0.0001,0.0016,0.20736720000000003,0.23555,-0.4732,-0.4662,-0.4734,-0.0053,-0.0077,0.281,0.2503,0.5015,0.6391,0.8404,0.0001,0.0057,0.1476,0.0025,0.0191,0.0382,-0.0276,-0.0046,1.343,1.376,1.93,0.0009,-0.0157,0.0455,0.0813,0.0932,-0.0005,-0.0009,-0.0012,0.0222
137,138,6,W17-7,st6-138,-0.204,-0.0045,-0.0019,-0.001,-0.0142,0.0123,0.0004,3.374,-0.0002,-0.0001,0.002,0.14678100000000002,0.3024,-0.4655,-0.4571,-0.469,-0.0055,-0.0075,0.217,0.1935,0.3007,0.3868,0.5166,-0.0004,0.0048,0.099,-0.0035,0.0147,0.0192,-0.0278,-0.0047,1.387,1.424,2.001,-0.0073,-0.017,0.031,0.0561,0.0642,-0.0004,-0.001,-0.0013,0.0088
138,139,6,W17-8,st6-139,-0.211,-0.0041,-0.0025,-0.0018,-0.0143,0.0131,0.0005,3.611,-0.0002,0.0,0.0014,0.17488800000000002,0.24605,-0.471,-0.4641,-0.4722,-0.0055,-0.0071,0.2077,0.1866,0.3402,0.4372,0.5814,-0.001,0.0058,0.1028,-0.0053,0.0136,0.0121,-0.0264,-0.0055,1.444,1.463,2.059,-0.0071,-0.0176,0.0335,0.0607,0.0695,-0.0007,-0.0011,-0.0012,-0.0008
139,140,6,W17-9,st6-140,-0.1734,-0.0044,-0.0028,-0.0023,-0.0142,0.013,0.0005,3.392,-0.0002,-0.0002,0.0019,0.1495917,0.27999999999999997,-0.4259,-0.4113,-0.4478,-0.0054,-0.0066,0.2274,0.2033,0.3209,0.4168,0.5637,-0.0006,0.0059,0.0996,-0.0022,0.0199,0.0319,-0.0245,-0.0042,1.466,1.486,2.097,-0.0081,-0.0161,0.0331,0.0589,0.068,0.0004,-0.0005,-0.001,0.0006
140,141,6,W18-1,st6-141,-0.2193,-0.005,-0.0035,-0.0024,-0.0143,0.0104,0.0005,4.324,-0.0002,-0.0001,0.0013,0.18394470000000002,0.24115000000000003,-0.4836,-0.4787,-0.4794,-0.0055,-0.0075,0.2291,0.2038,0.4266,0.5504,0.7331,-0.0011,0.0057,0.1108,-0.0056,0.0444,0.1605,-0.0264,-0.0046,1.55,1.56,2.199,-0.0103,-0.0175,0.0501,0.0892,0.0988,-0.001,-0.0012,-0.0012,-0.0019
141,142,6,W18-2,st6-142,-0.2059,-0.005,-0.0023,-0.0021,-0.0141,0.0105,0.0005,4.185,-0.0002,-0.0001,0.0017,0.1983105,0.8767499999999999,-0.4281,-0.4134,-0.4484,-0.0053,-0.0076,0.1998,0.1802,0.4271,0.547,0.7196,-0.0008,0.0056,0.1137,-0.0044,0.0194,0.0283,-0.0247,-0.0047,1.596,1.621,2.268,0.0,-0.0174,0.0475,0.0843,0.0944,-0.0004,-0.0009,-0.0012,0.0005
142,143,6,W18-3,st6-143,-0.2173,-0.0052,-0.0034,-0.0026,-0.0143,0.0109,0.0005,4.147,-0.0002,-0.0001,0.0019,0.22298219999999996,0.28174999999999994,-0.4709,-0.4637,-0.4721,-0.0056,-0.0071,0.1867,0.1684,0.4418,0.5658,0.7434,-0.001,0.0068,0.109,-0.0032,0.012,0.025,-0.0245,-0.005,1.576,1.629,2.276,-0.0071,-0.0173,0.0484,0.0857,0.0982,-0.0008,-0.0011,-0.001,0.0012
143,144,6,W18-4,st6-144,-0.2165,-0.0041,0.096,0.0943,-0.0082,0.0327,0.0005,7.186,-0.0002,0.0,0.0014,0.22797900000000001,0.32795,-0.4664,-0.4588,-0.47,-0.0053,-0.0075,0.3109,0.2779,0.496,0.6339,0.8311,-0.0008,0.0055,0.1582,-0.0051,0.0187,0.0148,-0.0221,-0.0044,1.257,1.274,1.796,-0.0051,-0.0168,0.0698,0.1234,0.1388,-0.0009,-0.0011,-0.0014,0.001
144,145,6,W18-5,st6-145,-0.2178,-0.0048,0.0976,0.0977,-0.0077,0.0323,0.0005,7.141,-0.0003,-0.0001,0.0021,0.20174579999999998,0.22154999999999997,-0.4745,-0.468,-0.4745,-0.0052,-0.0073,0.2655,0.2372,0.4919,0.6257,0.8174,-0.0009,0.0057,0.159,-0.0053,0.0143,0.0284,-0.0263,-0.0042,1.235,1.27,1.786,-0.0066,-0.0182,0.0682,0.1208,0.1368,-0.0008,-0.0011,-0.001,0.0012
145,146,6,W18-6,st6-146,-0.2163,-0.0047,0.0974,0.0966,-0.0081,0.0336,0.0005,7.193,-0.0003,-0.0002,0.0025,0.26233199999999995,0.3199,-0.473,-0.466,-0.4733,-0.0053,-0.0075,0.2835,0.253,0.4974,0.6339,0.8291,-0.0007,0.0058,0.1582,0.0218,0.0168,0.0199,-0.0261,-0.0038,1.252,1.276,1.794,-0.0067,-0.0169,0.07,0.124,0.1397,-0.0008,-0.0012,-0.0013,0.0069
146,147,6,W18-7,st6-147,-0.0583,-0.0049,-0.0038,-0.0029,-0.0138,0.0084,0.0005,2.437,-0.0002,0.0,0.0019,0.2432817,0.679,-0.3478,-0.3179,-0.4043,-0.0051,-0.0069,0.3142,0.2822,0.2794,0.3599,0.4815,0.0015,0.0055,0.1042,-0.0044,0.0169,0.0421,-0.0223,-0.0048,1.924,1.974,2.747,0.0038,-0.0151,0.0178,0.0328,0.0377,0.0036,0.0008,-0.0011,0.0026
147,148,6,W18-8,st6-148,-0.008,-0.0049,-0.003,-0.0027,-0.0137,0.0091,0.0005,2.624,-0.0002,-0.0001,0.002,1.3756815,0.6646500000000001,-0.3076,-0.2704,-0.3831,-0.0055,-0.007,0.2623,0.2354,0.3127,0.4027,0.5393,0.0021,0.0053,0.1062,-0.0054,0.0159,0.0386,-0.0226,-0.0048,1.982,2.031,2.835,0.0038,-0.0168,0.0199,0.0362,0.0417,0.0054,0.0017,-0.001,0.0027
148,149,6,W18-9,st6-149,0.026,-0.0043,-0.0041,-0.0034,-0.0136,0.0092,0.0005,2.591,-0.0002,-0.0001,0.0018,1.2688749000000001,0.4609500000000001,-0.2824,-0.2405,-0.3671,-0.0053,-0.0064,0.2881,0.2587,0.3235,0.4127,0.5451,0.0025,0.006,0.1163,-0.0051,0.0114,0.0498,-0.0228,-0.0045,2.048,2.117,2.935,0.0095,-0.0162,0.019,0.0351,0.0413,0.0066,0.0022,-0.0009,0.0008
149,150,6,W19-1,st6-150,-0.2176,-0.0038,0.001,0.0021,-0.0141,0.0604,0.0005,21.1,-0.0002,0.0,0.002,1.5349545,0.6646500000000001,-0.4857,-0.4809,-0.4802,-0.0051,-0.0096,0.5286,0.4684,1.261,1.611,2.089,0.0005,0.006,0.1687,0.0535,0.0031,0.0185,-0.028,-0.0041,1.586,1.61,2.251,-0.0107,-0.0162,0.2534,0.446,0.4974,-0.0009,-0.0008,-0.0009,-0.0025
150,151,6,W19-2,st6-151,-0.2169,-0.0045,0.0009,0.0021,-0.0138,0.0601,0.0005,20.95,-0.0002,-0.0001,0.0015,1.7048457000000001,0.8539999999999999,-0.4847,-0.48,-0.4798,-0.0051,-0.0088,0.5576,0.4951,1.261,1.604,2.072,-0.001,0.0057,0.1679,-0.003,0.0198,0.0235,-0.0265,-0.0043,1.575,1.606,2.239,-0.0081,-0.0156,0.2507,0.4429,0.4932,-0.0008,-0.0008,-0.0009,-0.0015
151,152,6,W19-3,st6-152,-0.2175,-0.0045,0.0016,0.0026,-0.014,0.0613,0.0005,21.02,-0.0002,-0.0001,0.0024,1.1614437,0.6363000000000001,-0.4855,-0.481,-0.4803,-0.005,-0.0087,0.645,0.5731,1.269,1.616,2.084,-0.0014,0.0062,0.1692,0.0073,0.0133,0.0134,-0.0268,-0.0037,1.574,1.602,2.236,-0.0037,-0.0172,0.2545,0.4489,0.5013,-0.001,-0.001,-0.0013,-0.0013
152,153,6,W19-4,st6-153,-0.2153,-0.0035,0.0008,0.0013,-0.0142,0.0485,0.0005,25.33,-0.0002,-0.0002,0.0019,1.5618123,0.78295,-0.4832,-0.4783,-0.4791,-0.005,-0.0097,0.4975,0.4415,0.9805,1.258,1.639,-0.0012,0.0061,0.1363,0.0074,0.0181,0.0288,-0.0241,-0.005,1.622,1.623,2.274,-0.0024,-0.0172,0.3217,0.5657,0.6292,-0.0009,-0.0007,-0.0012,-0.0022
153,154,6,W19-5,st6-154,-0.2178,-0.0047,0.0003,0.0011,-0.0142,0.0476,0.0005,25.81,-0.0002,-0.0002,0.0021,0.9172251,0.4438,-0.4831,-0.4779,-0.479,-0.0052,-0.0101,0.4208,0.3743,0.9768,1.255,1.644,-0.0013,0.0064,0.1395,0.0051,0.012,0.021,-0.0262,-0.004,1.623,1.628,2.29,-0.0008,-0.0183,0.3239,0.5681,0.6368,-0.001,-0.0008,-0.0011,-0.0035
154,155,6,W19-6,st6-155,-0.2169,-0.0035,0.0005,0.0016,-0.0141,0.0476,0.0005,26.11,-0.0003,-0.0001,0.0018,0.9618840000000002,0.504,-0.4817,-0.4766,-0.478,-0.0051,-0.0087,0.4022,0.3583,0.9958,1.276,1.655,-0.001,0.0066,0.1406,-0.0031,0.0126,0.0178,-0.024,-0.0038,1.638,1.657,2.317,-0.0047,-0.0175,0.3233,0.5713,0.6377,-0.001,-0.0007,-0.0013,-0.0006
155,156,6,W19-7,st6-156,-0.2191,-0.0046,0.0,0.0007,-0.014,0.0642,0.0005,22.14,-0.0002,-0.0001,0.002,0.7410879000000001,0.36855000000000004,-0.4843,-0.48,-0.4798,-0.0053,-0.0089,0.4225,0.3753,1.317,1.689,2.197,-0.001,0.0059,0.1518,0.0221,0.0164,0.0126,-0.0228,-0.0039,1.501,1.513,2.126,-0.0095,-0.0175,0.2651,0.4669,0.5216,-0.0009,-0.0008,-0.0012,-0.0028
156,157,6,W19-8,st6-157,-0.217,-0.0047,0.0,0.0008,-0.0142,0.0652,0.0005,22.22,-0.0003,-0.0002,0.0019,,,-0.4847,-0.4803,-0.48,-0.005,-0.0087,0.3809,0.3382,1.337,1.711,2.219,-0.0013,0.006,0.1522,0.0018,0.019,0.0191,-0.027,-0.0041,1.5,1.531,2.146,-0.0055,-0.0164,0.2656,0.4679,0.5262,-0.0009,-0.0008,-0.0014,-0.0026
157,158,6,W19-9,st6-158,-0.2168,-0.0041,0.0008,0.0015,-0.0142,0.0633,0.0005,21.68,-0.0002,0.0,0.0017,,,-0.4841,-0.4793,-0.4792,-0.0051,-0.0094,0.4446,0.3948,1.322,1.688,2.183,-0.0004,0.0063,0.1569,-0.0028,0.0145,0.0367,-0.0229,-0.0037,1.496,1.531,2.138,-0.0064,-0.017,0.2586,0.4567,0.5126,-0.0006,-0.0007,-0.0013,0.0049
158,159,6,W20-1,st6-159,-0.2176,0.0316,-0.004,-0.0032,-0.0146,0.0265,0.0005,8.013,-0.0002,-0.0001,0.0026,,,-0.4848,-0.4801,-0.4799,-0.0054,-0.0073,0.3068,0.2751,0.866,1.112,1.447,-0.0012,0.0055,0.0845,0.0014,0.0154,0.029,-0.0247,-0.0044,1.353,1.351,1.907,-0.0069,-0.0161,0.0662,0.1173,0.132,-0.001,-0.0011,-0.0009,0.0012
159,160,6,W20-2,st6-160,-0.2177,0.0313,0.0008,0.0011,-0.0141,0.0266,0.0005,8.077,-0.0003,-0.0002,0.002,,,-0.4847,-0.4803,-0.4798,-0.0053,-0.0077,0.317,0.2841,0.8782,1.122,1.457,-0.0007,0.0061,0.0848,0.0004,0.0164,0.0295,-0.0284,-0.0049,1.343,1.37,1.928,-0.0091,-0.017,0.0656,0.1163,0.1313,-0.0007,-0.0011,-0.0011,0.0029
160,161,6,W20-3,st6-161,-0.2173,0.0312,-0.0041,-0.0035,-0.0144,0.0273,0.0005,8.255,-0.0002,-0.0001,0.0021,,,-0.4846,-0.4801,-0.4799,-0.0053,-0.007,0.3745,0.3341,0.8882,1.136,1.479,0.0,0.0064,0.0871,0.0093,0.018,0.0293,-0.0239,-0.0036,1.34,1.343,1.894,-0.0045,-0.0168,0.0674,0.1187,0.1336,-0.001,-0.0011,-0.0013,0.0105
161,162,6,W20-4,st6-162,-0.217,-0.004,0.0,0.0007,-0.0141,0.0159,0.0005,5.546,-0.0002,0.0,0.0014,,,-0.4857,-0.481,-0.4804,-0.0054,-0.0063,0.321,0.2872,0.9746,1.243,1.606,-0.0014,0.0059,0.1527,0.0038,0.0124,0.0093,-0.0238,-0.0042,1.065,1.082,1.535,-0.0076,-0.0182,0.069,0.1222,0.1384,-0.001,-0.0012,-0.0012,-0.0006
162,163,6,W20-5,st6-163,-0.2179,-0.0043,-0.0004,0.0004,-0.0143,0.0248,0.0005,8.744,-0.0002,-0.0001,0.0014,,,-0.4847,-0.4801,-0.4799,-0.0052,-0.0068,0.3411,0.3057,0.9733,1.24,1.602,-0.001,0.0057,0.152,0.0217,0.0198,0.0243,-0.0242,-0.0046,1.207,1.222,1.724,0.0002,-0.0173,0.0948,0.1679,0.1898,-0.0009,-0.0011,-0.0015,-0.0001
163,164,6,W20-6,st6-164,-0.2173,-0.0039,0.0051,0.0056,-0.0138,0.05,0.0005,14.92,-0.0002,-0.0001,0.0017,,,-0.4855,-0.4809,-0.4802,-0.0051,-0.0081,0.3854,0.3424,1.067,1.364,1.775,-0.0009,0.0064,0.1497,0.0027,0.016,0.0181,-0.0255,-0.004,1.453,1.48,2.08,-0.0082,-0.0159,0.133,0.2345,0.2642,-0.0009,-0.001,-0.0013,0.002
164,165,6,W20-7,st6-165,-0.2167,-0.0046,-0.0046,-0.0037,-0.0143,0.0105,0.0005,4.088,-0.0002,0.0,0.0022,,,-0.4722,-0.465,-0.4727,-0.0053,-0.0062,0.2631,0.2373,0.374,0.479,0.6361,0.0042,0.0067,0.0922,0.0456,0.0126,0.0183,-0.0246,-0.0045,1.14,1.149,1.626,-0.0059,-0.0163,0.0483,0.0861,0.0971,-0.001,-0.0011,-0.0011,-0.0013
